HDR,,
VD,00020220301121500,37875
VD,00020220301122000,37865
VD,00020220301122500,37791
VD,00020220301123000,37743
VD,00020220301123500,37754
VD,00020220301124000,37741
VD,00020220301124500,37730
VD,00020220301125000,37740
VD,00020220301125500,37718
VD,00020220301130000,37586
VD,00020220301130500,37509
VD,00020220301131000,37416
VD,00020220301131500,37369
VD,00020220301132000,37298
VD,00020220301132500,37252
VD,00020220301133000,37059
VD,00020220301133500,36979
VD,00020220301134000,36818
VD,00020220301134500,36738
VD,00020220301135000,36741
VD,00020220301135500,36580
VD,00020220301140000,36470
VD,00020220301140500,36406
VD,00020220301141000,36404
VD,00020220301141500,36431
VD,00020220301142000,36471
VD,00020220301142500,36443
VD,00020220301143000,36395
VD,00020220301143500,36429
VD,00020220301144000,36575
VD,00020220301144500,36617
VD,00020220301145000,36593
VD,00020220301145500,36616
VD,00020220301150000,36767
VD,00020220301150500,36752
VD,00020220301151000,36795
VD,00020220301151500,36853
VD,00020220301152000,36985
VD,00020220301152500,37160
VD,00020220301153000,37206
VD,00020220301153500,37294
VD,00020220301154000,37445
VD,00020220301154500,37576
VD,00020220301155000,37764
VD,00020220301155500,37843
VD,00020220301160000,38121
VD,00020220301160500,38220
VD,00020220301161000,38325
VD,00020220301161500,38367
VD,00020220301162000,38444
VD,00020220301162500,38602
VD,00020220301163000,38668
VD,00020220301163500,38564
VD,00020220301164000,38744
VD,00020220301164500,38940
VD,00020220301165000,39255
VD,00020220301165500,39477
VD,00020220301170000,39606
VD,00020220301170500,39810
VD,00020220301171000,39948
VD,00020220301171500,40092
VD,00020220301172000,40489
VD,00020220301172500,40816
VD,00020220301173000,40895
VD,00020220301173500,41080
VD,00020220301174000,41084
VD,00020220301174500,41080
VD,00020220301175000,41301
VD,00020220301175500,41447
VD,00020220301180000,41586
VD,00020220301180500,41852
VD,00020220301181000,41878
VD,00020220301181500,41601
VD,00020220301182000,41748
VD,00020220301182500,41862
VD,00020220301183000,41910
VD,00020220301183500,41851
VD,00020220301184000,41758
VD,00020220301184500,41749
VD,00020220301185000,41584
VD,00020220301185500,41495
VD,00020220301190000,41272
VD,00020220301190500,41064
VD,00020220301191000,41300
VD,00020220301191500,41056
VD,00020220301192000,40908
VD,00020220301192500,40647
VD,00020220301193000,40384
VD,00020220301193500,40115
VD,00020220301194000,39943
VD,00020220301194500,39564
VD,00020220301195000,39474
VD,00020220301195500,39451
VD,00020220301200000,39134
VD,00020220301200500,38677
VD,00020220301201000,38507
VD,00020220301201500,38358
VD,00020220301202000,38121
VD,00020220301202500,37728
VD,00020220301203000,37436
VD,00020220301203500,37122
VD,00020220301204000,36947
VD,00020220301204500,36705
VD,00020220301205000,36512
VD,00020220301205500,36433
VD,00020220301210000,36275
VD,00020220301210500,35767
VD,00020220301211000,35477
VD,00020220301211500,35440
VD,00020220301212000,35227
VD,00020220301212500,34726
VD,00020220301213000,34220
VD,00020220301213500,34002
VD,00020220301214000,33657
VD,00020220301214500,33387
VD,00020220301215000,33076
VD,00020220301215500,32637
VD,00020220301220000,32446
VD,00020220301220500,32466
VD,00020220301221000,32216
VD,00020220301221500,31922
VD,00020220301222000,31689
VD,00020220301222500,31253
VD,00020220301223000,31007
VD,00020220301223500,30856
VD,00020220301224000,30578
VD,00020220301224500,30415
VD,00020220301225000,30096
VD,00020220301225500,29762
VD,00020220301230000,29333
VD,00020220301230500,28583
VD,00020220301231000,28209
VD,00020220301231500,27832
VD,00020220301232000,27538
VD,00020220301232500,27228
VD,00020220301233000,26907
VD,00020220301233500,26761
VD,00020220301234000,26668
VD,00020220301234500,26575
VD,00020220301235000,26456
VD,00020220301235500,26349
VD,00020220302000000,26398
VD,00020220302000500,26382
VD,00020220302001000,26348
VD,00020220302001500,26418
VD,00020220302002000,26376
VD,00020220302002500,26109
VD,00020220302003000,25963
VD,00020220302003500,26272
VD,00020220302004000,26484
VD,00020220302004500,26521
VD,00020220302005000,26504
VD,00020220302005500,26456
VD,00020220302010000,26406
VD,00020220302010500,26696
VD,00020220302011000,26789
VD,00020220302011500,26684
VD,00020220302012000,26608
VD,00020220302012500,26571
VD,00020220302013000,26473
VD,00020220302013500,26602
VD,00020220302014000,26870
VD,00020220302014500,26979
VD,00020220302015000,26830
VD,00020220302015500,26805
VD,00020220302020000,26805
VD,00020220302020500,26876
VD,00020220302021000,26986
VD,00020220302021500,26806
VD,00020220302022000,26680
VD,00020220302022500,26727
VD,00020220302023000,26660
VD,00020220302023500,26592
VD,00020220302024000,26578
VD,00020220302024500,26597
VD,00020220302025000,26615
VD,00020220302025500,26604
VD,00020220302030000,26612
VD,00020220302030500,26689
VD,00020220302031000,26828
VD,00020220302031500,26795
VD,00020220302032000,26714
VD,00020220302032500,26582
VD,00020220302033000,26486
VD,00020220302033500,26436
VD,00020220302034000,26409
VD,00020220302034500,26347
VD,00020220302035000,26266
VD,00020220302035500,26305
VD,00020220302040000,26466
VD,00020220302040500,26833
VD,00020220302041000,27126
VD,00020220302041500,27075
VD,00020220302042000,27060
VD,00020220302042500,27066
VD,00020220302043000,27115
VD,00020220302043500,27255
VD,00020220302044000,27257
VD,00020220302044500,27297
VD,00020220302045000,27077
VD,00020220302045500,26875
VD,00020220302050000,26729
VD,00020220302050500,26810
VD,00020220302051000,27180
VD,00020220302051500,27363
VD,00020220302052000,27451
VD,00020220302052500,27553
VD,00020220302053000,27705
VD,00020220302053500,27856
VD,00020220302054000,28067
VD,00020220302054500,28207
VD,00020220302055000,28601
VD,00020220302055500,28961
VD,00020220302060000,29361
VD,00020220302060500,30051
VD,00020220302061000,30676
VD,00020220302061500,31178
VD,00020220302062000,31533
VD,00020220302062500,31961
VD,00020220302063000,32565
VD,00020220302063500,32967
VD,00020220302064000,33303
VD,00020220302064500,33686
VD,00020220302065000,34112
VD,00020220302065500,34567
VD,00020220302070000,34790
VD,00020220302070500,35060
VD,00020220302071000,35824
VD,00020220302071500,36132
VD,00020220302072000,36229
VD,00020220302072500,36411
VD,00020220302073000,36585
VD,00020220302073500,36760
VD,00020220302074000,36894
VD,00020220302074500,37113
VD,00020220302075000,37279
VD,00020220302075500,37593
VD,00020220302080000,37608
VD,00020220302080500,37256
VD,00020220302081000,37338
VD,00020220302081500,37464
VD,00020220302082000,37639
VD,00020220302082500,37879
VD,00020220302083000,37971
VD,00020220302083500,38013
VD,00020220302084000,38049
VD,00020220302084500,38192
VD,00020220302085000,38233
VD,00020220302085500,38358
VD,00020220302090000,38270
VD,00020220302090500,38564
VD,00020220302091000,38665
VD,00020220302091500,38688
VD,00020220302092000,38878
VD,00020220302092500,38962
VD,00020220302093000,39102
VD,00020220302093500,39140
VD,00020220302094000,39150
VD,00020220302094500,39218
VD,00020220302095000,39244
VD,00020220302095500,39240
VD,00020220302100000,39281
VD,00020220302100500,39606
VD,00020220302101000,39725
VD,00020220302101500,39972
VD,00020220302102000,40155
VD,00020220302102500,40337
VD,00020220302103000,40407
VD,00020220302103500,40454
VD,00020220302104000,40337
VD,00020220302104500,40289
VD,00020220302105000,40309
VD,00020220302105500,40293
VD,00020220302110000,40145
VD,00020220302110500,40079
VD,00020220302111000,40261
VD,00020220302111500,40330
VD,00020220302112000,40199
VD,00020220302112500,40281
VD,00020220302113000,40246
VD,00020220302113500,40309
VD,00020220302114000,40303
VD,00020220302114500,40295
VD,00020220302115000,40325
VD,00020220302115500,40317
VD,00020220302120000,40343
VD,00020220302120500,40426
VD,00020220302121000,40424
VD,00020220302121500,40228
VD,00020220302122000,40327
VD,00020220302122500,40337
VD,00020220302123000,40323
VD,00020220302123500,40381
VD,00020220302124000,40379
VD,00020220302124500,40364
VD,00020220302125000,40312
VD,00020220302125500,40267
VD,00020220302130000,40257
VD,00020220302130500,40303
VD,00020220302131000,40192
VD,00020220302131500,40136
VD,00020220302132000,40103
VD,00020220302132500,39983
VD,00020220302133000,39886
VD,00020220302133500,39896
VD,00020220302134000,39909
VD,00020220302134500,39897
VD,00020220302135000,39812
VD,00020220302135500,39606
VD,00020220302140000,39390
VD,00020220302140500,39134
VD,00020220302141000,39118
VD,00020220302141500,39260
VD,00020220302142000,39346
VD,00020220302142500,39321
VD,00020220302143000,39319
VD,00020220302143500,39270
VD,00020220302144000,39248
VD,00020220302144500,39168
VD,00020220302145000,38965
VD,00020220302145500,38751
VD,00020220302150000,38620
VD,00020220302150500,38472
VD,00020220302151000,38412
VD,00020220302151500,38508
VD,00020220302152000,38566
VD,00020220302152500,38639
VD,00020220302153000,38836
VD,00020220302153500,39243
VD,00020220302154000,39263
VD,00020220302154500,39585
VD,00020220302155000,39757
VD,00020220302155500,39791
VD,00020220302160000,39940
VD,00020220302160500,40175
VD,00020220302161000,40524
VD,00020220302161500,40528
VD,00020220302162000,40432
VD,00020220302162500,40373
VD,00020220302163000,40446
VD,00020220302163500,40480
VD,00020220302164000,40631
VD,00020220302164500,40792
VD,00020220302165000,40997
VD,00020220302165500,41307
VD,00020220302170000,41720
VD,00020220302170500,42192
VD,00020220302171000,42413
VD,00020220302171500,42519
VD,00020220302172000,42641
VD,00020220302172500,42782
VD,00020220302173000,42932
VD,00020220302173500,42840
VD,00020220302174000,42960
VD,00020220302174500,43081
VD,00020220302175000,43246
VD,00020220302175500,43270
VD,00020220302180000,43302
VD,00020220302180500,43464
VD,00020220302181000,43373
VD,00020220302181500,43283
VD,00020220302182000,43200
VD,00020220302182500,43062
VD,00020220302183000,42881
VD,00020220302183500,42717
VD,00020220302184000,42633
VD,00020220302184500,42460
VD,00020220302185000,42306
VD,00020220302185500,42107
VD,00020220302190000,41931
VD,00020220302190500,41471
VD,00020220302191000,41396
VD,00020220302191500,41113
VD,00020220302192000,40933
VD,00020220302192500,40562
VD,00020220302193000,40240
VD,00020220302193500,40195
VD,00020220302194000,40023
VD,00020220302194500,39833
VD,00020220302195000,39726
VD,00020220302195500,39541
VD,00020220302200000,39295
VD,00020220302200500,39137
VD,00020220302201000,38987
VD,00020220302201500,38769
VD,00020220302202000,38511
VD,00020220302202500,38232
VD,00020220302203000,37902
VD,00020220302203500,37548
VD,00020220302204000,37192
VD,00020220302204500,36976
VD,00020220302205000,36812
VD,00020220302205500,36614
VD,00020220302210000,36236
VD,00020220302210500,36136
VD,00020220302211000,35844
VD,00020220302211500,35538
VD,00020220302212000,35199
VD,00020220302212500,34915
VD,00020220302213000,34664
VD,00020220302213500,34629
VD,00020220302214000,34465
VD,00020220302214500,33884
VD,00020220302215000,33588
VD,00020220302215500,33090
VD,00020220302220000,32726
VD,00020220302220500,32483
VD,00020220302221000,32287
VD,00020220302221500,32039
VD,00020220302222000,31607
VD,00020220302222500,31271
VD,00020220302223000,31041
VD,00020220302223500,30921
VD,00020220302224000,30708
VD,00020220302224500,30368
VD,00020220302225000,30068
VD,00020220302225500,29667
VD,00020220302230000,29486
VD,00020220302230500,29519
VD,00020220302231000,29170
VD,00020220302231500,28801
VD,00020220302232000,28513
VD,00020220302232500,28215
VD,00020220302233000,28130
VD,00020220302233500,28232
VD,00020220302234000,28207
VD,00020220302234500,28202
VD,00020220302235000,28125
VD,00020220302235500,27995
VD,00020220303000000,27821
VD,00020220303000500,27978
VD,00020220303001000,28081
VD,00020220303001500,28196
VD,00020220303002000,28190
VD,00020220303002500,28262
VD,00020220303003000,28301
VD,00020220303003500,28501
VD,00020220303004000,28548
VD,00020220303004500,28489
VD,00020220303005000,28423
VD,00020220303005500,28488
VD,00020220303010000,28400
VD,00020220303010500,28896
VD,00020220303011000,28893
VD,00020220303011500,28831
VD,00020220303012000,28696
VD,00020220303012500,28504
VD,00020220303013000,28463
VD,00020220303013500,28398
VD,00020220303014000,28437
VD,00020220303014500,28358
VD,00020220303015000,28337
VD,00020220303015500,28226
VD,00020220303020000,27784
VD,00020220303020500,27632
VD,00020220303021000,27577
VD,00020220303021500,27603
VD,00020220303022000,27598
VD,00020220303022500,27510
VD,00020220303023000,27469
VD,00020220303023500,27380
VD,00020220303024000,27312
VD,00020220303024500,27225
VD,00020220303025000,27180
VD,00020220303025500,27039
VD,00020220303030000,26918
VD,00020220303030500,26572
VD,00020220303031000,26518
VD,00020220303031500,26713
VD,00020220303032000,26887
VD,00020220303032500,26937
VD,00020220303033000,26933
VD,00020220303033500,27063
VD,00020220303034000,27041
VD,00020220303034500,26994
VD,00020220303035000,27004
VD,00020220303035500,26991
VD,00020220303040000,26946
VD,00020220303040500,26891
VD,00020220303041000,27002
VD,00020220303041500,26968
VD,00020220303042000,26891
VD,00020220303042500,26879
VD,00020220303043000,26832
VD,00020220303043500,26667
VD,00020220303044000,26550
VD,00020220303044500,26447
VD,00020220303045000,26315
VD,00020220303045500,26247
VD,00020220303050000,26150
VD,00020220303050500,26103
VD,00020220303051000,26305
VD,00020220303051500,26494
VD,00020220303052000,26587
VD,00020220303052500,26872
VD,00020220303053000,26953
VD,00020220303053500,27306
VD,00020220303054000,27664
VD,00020220303054500,27958
VD,00020220303055000,28153
VD,00020220303055500,28538
VD,00020220303060000,28776
VD,00020220303060500,29376
VD,00020220303061000,30088
VD,00020220303061500,30680
VD,00020220303062000,31157
VD,00020220303062500,31595
VD,00020220303063000,31744
VD,00020220303063500,32087
VD,00020220303064000,32488
VD,00020220303064500,32813
VD,00020220303065000,33111
VD,00020220303065500,33495
VD,00020220303070000,33916
VD,00020220303070500,34016
VD,00020220303071000,34239
VD,00020220303071500,34664
VD,00020220303072000,34949
VD,00020220303072500,35248
VD,00020220303073000,35318
VD,00020220303073500,35287
VD,00020220303074000,35313
VD,00020220303074500,35430
VD,00020220303075000,35582
VD,00020220303075500,35762
VD,00020220303080000,35988
VD,00020220303080500,36695
VD,00020220303081000,37154
VD,00020220303081500,37314
VD,00020220303082000,37376
VD,00020220303082500,37015
VD,00020220303083000,37056
VD,00020220303083500,37146
VD,00020220303084000,37508
VD,00020220303084500,37515
VD,00020220303085000,37636
VD,00020220303085500,37822
VD,00020220303090000,37981
VD,00020220303090500,38085
VD,00020220303091000,38344
VD,00020220303091500,38229
VD,00020220303092000,38359
VD,00020220303092500,38299
VD,00020220303093000,38286
VD,00020220303093500,38121
VD,00020220303094000,38042
VD,00020220303094500,37986
VD,00020220303095000,38078
VD,00020220303095500,38019
VD,00020220303100000,37961
VD,00020220303100500,38029
VD,00020220303101000,38081
VD,00020220303101500,38045
VD,00020220303102000,38111
VD,00020220303102500,38146
VD,00020220303103000,38171
VD,00020220303103500,38274
VD,00020220303104000,38157
VD,00020220303104500,38168
VD,00020220303105000,38285
VD,00020220303105500,38307
VD,00020220303110000,38303
VD,00020220303110500,38389
VD,00020220303111000,38328
VD,00020220303111500,38330
VD,00020220303112000,38418
VD,00020220303112500,38389
VD,00020220303113000,38412
VD,00020220303113500,38429
VD,00020220303114000,38427
VD,00020220303114500,38475
VD,00020220303115000,38531
VD,00020220303115500,38578
VD,00020220303120000,38524
VD,00020220303120500,38559
VD,00020220303121000,38613
VD,00020220303121500,38703
VD,00020220303122000,38711
VD,00020220303122500,38822
VD,00020220303123000,38805
VD,00020220303123500,38746
VD,00020220303124000,38747
VD,00020220303124500,38793
VD,00020220303125000,38883
VD,00020220303125500,38822
VD,00020220303130000,38769
VD,00020220303130500,38794
VD,00020220303131000,38898
VD,00020220303131500,38788
VD,00020220303132000,38687
VD,00020220303132500,38627
VD,00020220303133000,38454
VD,00020220303133500,38373
VD,00020220303134000,38337
VD,00020220303134500,38259
VD,00020220303135000,38246
VD,00020220303135500,38184
VD,00020220303140000,38158
VD,00020220303140500,38224
VD,00020220303141000,38328
VD,00020220303141500,38341
VD,00020220303142000,38369
VD,00020220303142500,38196
VD,00020220303143000,37982
VD,00020220303143500,37967
VD,00020220303144000,37957
VD,00020220303144500,37725
VD,00020220303145000,37707
VD,00020220303145500,37691
VD,00020220303150000,37704
VD,00020220303150500,37871
VD,00020220303151000,37970
VD,00020220303151500,37992
VD,00020220303152000,37922
VD,00020220303152500,37944
VD,00020220303153000,37840
VD,00020220303153500,37770
VD,00020220303154000,37943
VD,00020220303154500,38172
VD,00020220303155000,38376
VD,00020220303155500,38431
VD,00020220303160000,38564
VD,00020220303160500,38582
VD,00020220303161000,38641
VD,00020220303161500,38714
VD,00020220303162000,38675
VD,00020220303162500,38781
VD,00020220303163000,38832
VD,00020220303163500,38903
VD,00020220303164000,39098
VD,00020220303164500,39447
VD,00020220303165000,39567
VD,00020220303165500,39759
VD,00020220303170000,39818
VD,00020220303170500,40048
VD,00020220303171000,40231
VD,00020220303171500,40414
VD,00020220303172000,40593
VD,00020220303172500,40876
VD,00020220303173000,40972
VD,00020220303173500,41060
VD,00020220303174000,41069
VD,00020220303174500,41144
VD,00020220303175000,41439
VD,00020220303175500,41567
VD,00020220303180000,41665
VD,00020220303180500,41725
VD,00020220303181000,41673
VD,00020220303181500,41618
VD,00020220303182000,41611
VD,00020220303182500,41684
VD,00020220303183000,41638
VD,00020220303183500,41725
VD,00020220303184000,41721
VD,00020220303184500,41652
VD,00020220303185000,41768
VD,00020220303185500,41806
VD,00020220303190000,41612
VD,00020220303190500,41267
VD,00020220303191000,41120
VD,00020220303191500,40879
VD,00020220303192000,40773
VD,00020220303192500,40532
VD,00020220303193000,40287
VD,00020220303193500,40121
VD,00020220303194000,40081
VD,00020220303194500,39851
VD,00020220303195000,39611
VD,00020220303195500,39373
VD,00020220303200000,39040
VD,00020220303200500,38956
VD,00020220303201000,38792
VD,00020220303201500,38624
VD,00020220303202000,38437
VD,00020220303202500,38316
VD,00020220303203000,38093
VD,00020220303203500,37791
VD,00020220303204000,37480
VD,00020220303204500,37259
VD,00020220303205000,37187
VD,00020220303205500,37040
VD,00020220303210000,36507
VD,00020220303210500,36198
VD,00020220303211000,35876
VD,00020220303211500,35503
VD,00020220303212000,35134
VD,00020220303212500,34985
VD,00020220303213000,34763
VD,00020220303213500,34449
VD,00020220303214000,34250
VD,00020220303214500,33778
VD,00020220303215000,33512
VD,00020220303215500,33255
VD,00020220303220000,33039
VD,00020220303220500,32641
VD,00020220303221000,32414
VD,00020220303221500,32042
VD,00020220303222000,31776
VD,00020220303222500,31570
VD,00020220303223000,31382
VD,00020220303223500,31139
VD,00020220303224000,30865
VD,00020220303224500,30586
VD,00020220303225000,30335
VD,00020220303225500,30108
VD,00020220303230000,29755
VD,00020220303230500,29640
VD,00020220303231000,29585
VD,00020220303231500,29755
VD,00020220303232000,29596
VD,00020220303232500,29357
VD,00020220303233000,29189
VD,00020220303233500,29123
VD,00020220303234000,29032
VD,00020220303234500,28842
VD,00020220303235000,28631
VD,00020220303235500,28323
VD,00020220304000000,28297
VD,00020220304000500,28548
VD,00020220304001000,28701
VD,00020220304001500,28614
VD,00020220304002000,28546
VD,00020220304002500,28497
VD,00020220304003000,28514
VD,00020220304003500,28659
VD,00020220304004000,28670
VD,00020220304004500,28684
VD,00020220304005000,28708
VD,00020220304005500,28641
VD,00020220304010000,28598
VD,00020220304010500,28872
VD,00020220304011000,28839
VD,00020220304011500,28789
VD,00020220304012000,28709
VD,00020220304012500,28623
VD,00020220304013000,28526
VD,00020220304013500,28478
VD,00020220304014000,28426
VD,00020220304014500,28388
VD,00020220304015000,28302
VD,00020220304015500,28203
VD,00020220304020000,28113
VD,00020220304020500,27635
VD,00020220304021000,27573
VD,00020220304021500,27577
VD,00020220304022000,27538
VD,00020220304022500,27444
VD,00020220304023000,27353
VD,00020220304023500,27503
VD,00020220304024000,27550
VD,00020220304024500,27466
VD,00020220304025000,27407
VD,00020220304025500,27366
VD,00020220304030000,27319
VD,00020220304030500,27093
VD,00020220304031000,26881
VD,00020220304031500,26910
VD,00020220304032000,26936
VD,00020220304032500,26904
VD,00020220304033000,26824
VD,00020220304033500,26773
VD,00020220304034000,26762
VD,00020220304034500,26705
VD,00020220304035000,26630
VD,00020220304035500,26572
VD,00020220304040000,26508
VD,00020220304040500,26410
VD,00020220304041000,26383
VD,00020220304041500,26452
VD,00020220304042000,26420
VD,00020220304042500,26402
VD,00020220304043000,26379
VD,00020220304043500,26388
VD,00020220304044000,26395
VD,00020220304044500,26342
VD,00020220304045000,26376
VD,00020220304045500,26433
VD,00020220304050000,26468
VD,00020220304050500,26618
VD,00020220304051000,26693
VD,00020220304051500,26674
VD,00020220304052000,26603
VD,00020220304052500,26595
VD,00020220304053000,26668
VD,00020220304053500,26860
VD,00020220304054000,27139
VD,00020220304054500,27484
VD,00020220304055000,27769
VD,00020220304055500,27908
VD,00020220304060000,28167
VD,00020220304060500,28740
VD,00020220304061000,29163
VD,00020220304061500,29462
VD,00020220304062000,29991
VD,00020220304062500,30311
VD,00020220304063000,30732
VD,00020220304063500,31158
VD,00020220304064000,31576
VD,00020220304064500,31905
VD,00020220304065000,32396
VD,00020220304065500,32805
VD,00020220304070000,32954
VD,00020220304070500,33862
VD,00020220304071000,34360
VD,00020220304071500,34747
VD,00020220304072000,35204
VD,00020220304072500,35667
VD,00020220304073000,35773
VD,00020220304073500,35850
VD,00020220304074000,35989
VD,00020220304074500,36304
VD,00020220304075000,36438
VD,00020220304075500,36579
VD,00020220304080000,36774
VD,00020220304080500,37211
VD,00020220304081000,37439
VD,00020220304081500,37520
VD,00020220304082000,37517
VD,00020220304082500,37639
VD,00020220304083000,37565
VD,00020220304083500,37452
VD,00020220304084000,37527
VD,00020220304084500,37650
VD,00020220304085000,37744
VD,00020220304085500,37846
VD,00020220304090000,37889
VD,00020220304090500,38068
VD,00020220304091000,38168
VD,00020220304091500,38159
VD,00020220304092000,38199
VD,00020220304092500,38242
VD,00020220304093000,38213
VD,00020220304093500,38246
VD,00020220304094000,38260
VD,00020220304094500,38106
VD,00020220304095000,38110
VD,00020220304095500,38049
VD,00020220304100000,38008
VD,00020220304100500,38013
VD,00020220304101000,38035
VD,00020220304101500,38017
VD,00020220304102000,37973
VD,00020220304102500,37896
VD,00020220304103000,37887
VD,00020220304103500,37916
VD,00020220304104000,37938
VD,00020220304104500,37891
VD,00020220304105000,37890
VD,00020220304105500,37831
VD,00020220304110000,37782
VD,00020220304110500,37696
VD,00020220304111000,37798
VD,00020220304111500,37812
VD,00020220304112000,37840
VD,00020220304112500,37834
VD,00020220304113000,37792
VD,00020220304113500,37743
VD,00020220304114000,37677
VD,00020220304114500,37603
VD,00020220304115000,37574
VD,00020220304115500,37597
VD,00020220304120000,37635
VD,00020220304120500,37583
VD,00020220304121000,37568
VD,00020220304121500,37512
VD,00020220304122000,37502
VD,00020220304122500,37419
VD,00020220304123000,37354
VD,00020220304123500,37337
VD,00020220304124000,37265
VD,00020220304124500,37203
VD,00020220304125000,37153
VD,00020220304125500,37081
VD,00020220304130000,36957
VD,00020220304130500,36893
VD,00020220304131000,36801
VD,00020220304131500,36751
VD,00020220304132000,36624
VD,00020220304132500,36530
VD,00020220304133000,36395
VD,00020220304133500,36374
VD,00020220304134000,36312
VD,00020220304134500,36114
VD,00020220304135000,36002
VD,00020220304135500,36009
VD,00020220304140000,35982
VD,00020220304140500,36217
VD,00020220304141000,36218
VD,00020220304141500,36151
VD,00020220304142000,36106
VD,00020220304142500,35971
VD,00020220304143000,35869
VD,00020220304143500,35916
VD,00020220304144000,35857
VD,00020220304144500,35944
VD,00020220304145000,36067
VD,00020220304145500,36099
VD,00020220304150000,36094
VD,00020220304150500,36074
VD,00020220304151000,36018
VD,00020220304151500,35997
VD,00020220304152000,35875
VD,00020220304152500,35842
VD,00020220304153000,35881
VD,00020220304153500,35876
VD,00020220304154000,35910
VD,00020220304154500,36032
VD,00020220304155000,36208
VD,00020220304155500,36330
VD,00020220304160000,36644
VD,00020220304160500,36793
VD,00020220304161000,36871
VD,00020220304161500,36986
VD,00020220304162000,37006
VD,00020220304162500,37077
VD,00020220304163000,37171
VD,00020220304163500,37213
VD,00020220304164000,37362
VD,00020220304164500,37522
VD,00020220304165000,37718
VD,00020220304165500,37968
VD,00020220304170000,38197
VD,00020220304170500,38559
VD,00020220304171000,38779
VD,00020220304171500,38906
VD,00020220304172000,39020
VD,00020220304172500,39227
VD,00020220304173000,39245
VD,00020220304173500,39384
